filename,total_magnetization
POSCAR_111.vasp,0.0
POSCAR_112.vasp,2.0000292
POSCAR_113.vasp,0.001027
POSCAR_114.vasp,0.0
POSCAR_115.vasp,0.0
POSCAR_116.vasp,0.0
POSCAR_117.vasp,0.0
POSCAR_118.vasp,0.0
POSCAR_119.vasp,1.3e-06
POSCAR_120.vasp,0.0
POSCAR_121.vasp,0.0
POSCAR_122.vasp,0.00041989999999900006
POSCAR_123.vasp,0.0
POSCAR_124.vasp,20.0005435
POSCAR_125.vasp,4.0846894
POSCAR_126.vasp,11.9969572
POSCAR_127.vasp,5.0000302
POSCAR_128.vasp,17.3690791
POSCAR_129.vasp,30.0039808
POSCAR_130.vasp,0.0
POSCAR_131.vasp,10.0000001
POSCAR_132.vasp,9.9995794
POSCAR_133.vasp,6.000011
POSCAR_134.vasp,5.0000427
POSCAR_135.vasp,10.0016656
POSCAR_136.vasp,20.0000004
POSCAR_137.vasp,5.0000007
POSCAR_138.vasp,4.9999956999999995
POSCAR_139.vasp,1e-07
POSCAR_140.vasp,0.0
POSCAR_141.vasp,0.0
POSCAR_142.vasp,0.0
POSCAR_143.vasp,0.0
POSCAR_144.vasp,16.0
POSCAR_145.vasp,16.0044408
POSCAR_146.vasp,7.9998641
POSCAR_147.vasp,16.0017743
POSCAR_148.vasp,16.0025726
POSCAR_149.vasp,1.0212013
POSCAR_150.vasp,15.999964
POSCAR_151.vasp,16.0022643
POSCAR_152.vasp,16.0019554
POSCAR_153.vasp,7.9999576999999995
POSCAR_154.vasp,16.0021897
POSCAR_155.vasp,16.0001685
POSCAR_156.vasp,7.9999106
POSCAR_157.vasp,16.0083734
POSCAR_158.vasp,4.000871
POSCAR_159.vasp,8.0128607
POSCAR_160.vasp,8.0000716
POSCAR_161.vasp,15.9994373
POSCAR_162.vasp,16.0003435
POSCAR_163.vasp,16.0006786
POSCAR_164.vasp,0.0
POSCAR_165.vasp,0.0002109
POSCAR_166.vasp,0.0
POSCAR_167.vasp,0.0012165
POSCAR_168.vasp,0.0
POSCAR_169.vasp,2.9800000000000003e-05
POSCAR_170.vasp,9.2e-05
POSCAR_171.vasp,2e-05
POSCAR_172.vasp,0.0016615
POSCAR_173.vasp,0.0006577999999990001
POSCAR_174.vasp,7e-07
POSCAR_175.vasp,0.0006232
POSCAR_176.vasp,0.0005892
POSCAR_177.vasp,0.0
POSCAR_178.vasp,1.9200000000000003e-05
POSCAR_179.vasp,0.0
POSCAR_180.vasp,0.0
POSCAR_181.vasp,0.0003101
POSCAR_182.vasp,0.0
POSCAR_183.vasp,0.0008592
POSCAR_184.vasp,0.0
POSCAR_185.vasp,0.0
POSCAR_186.vasp,0.0
POSCAR_187.vasp,0.0
POSCAR_188.vasp,0.0009037
POSCAR_189.vasp,1.9337514
POSCAR_190.vasp,0.0002081
POSCAR_191.vasp,5.0002742
POSCAR_192.vasp,19.999571
POSCAR_193.vasp,20.008487
POSCAR_194.vasp,2.299999999999998e-06
POSCAR_195.vasp,0.0
POSCAR_196.vasp,0.0
POSCAR_197.vasp,0.0
POSCAR_198.vasp,0.0
POSCAR_199.vasp,0.0
POSCAR_200.vasp,0.0
POSCAR_201.vasp,0.0
POSCAR_202.vasp,0.0
POSCAR_203.vasp,0.0
POSCAR_204.vasp,0.0
POSCAR_205.vasp,0.0
POSCAR_206.vasp,0.0
POSCAR_207.vasp,0.0
POSCAR_208.vasp,3.26e-05
POSCAR_209.vasp,0.0
POSCAR_210.vasp,0.000111
POSCAR_211.vasp,0.0
POSCAR_212.vasp,0.0
POSCAR_213.vasp,0.0
POSCAR_214.vasp,0.0
POSCAR_215.vasp,0.0
POSCAR_216.vasp,4.6100000000000016e-05
POSCAR_217.vasp,0.027883699999999
POSCAR_218.vasp,0.0
POSCAR_219.vasp,0.0001673
POSCAR_220.vasp,0.0
POSCAR_221.vasp,0.0
POSCAR_222.vasp,0.000611
POSCAR_223.vasp,1.2e-06
POSCAR_224.vasp,1.7500000000000002e-05
POSCAR_225.vasp,0.003750899999999
POSCAR_226.vasp,0.000136
POSCAR_227.vasp,0.0
POSCAR_228.vasp,0.0001327
POSCAR_229.vasp,2.9999997
POSCAR_230.vasp,1.6e-06
POSCAR_231.vasp,4.2542759
POSCAR_232.vasp,0.0
POSCAR_233.vasp,1.0000029
POSCAR_234.vasp,3.9999934
POSCAR_235.vasp,2.6e-06
POSCAR_236.vasp,1.8900000000000002e-05
POSCAR_237.vasp,7.43e-05
POSCAR_238.vasp,0.000274
POSCAR_239.vasp,0.160968299999999
POSCAR_240.vasp,2.0000001
POSCAR_241.vasp,0.0027362
POSCAR_242.vasp,0.003312899999999
POSCAR_243.vasp,4.85e-05
POSCAR_244.vasp,0.0005966
POSCAR_245.vasp,0.000498
POSCAR_246.vasp,4.1400000000000003e-05
POSCAR_247.vasp,3.08e-05
POSCAR_248.vasp,9.510000000000002e-05
POSCAR_249.vasp,0.0009483
POSCAR_250.vasp,0.0002521
POSCAR_251.vasp,0.0007676
POSCAR_252.vasp,0.0005631
POSCAR_253.vasp,0.00017419999999900002
POSCAR_254.vasp,0.0
POSCAR_255.vasp,7.650000000000003e-05
POSCAR_256.vasp,0.0002303
POSCAR_257.vasp,0.00693
POSCAR_258.vasp,1.1e-06
POSCAR_259.vasp,3.77e-05
POSCAR_260.vasp,0.0013824
POSCAR_261.vasp,1.9870728
POSCAR_262.vasp,0.000377599999999
POSCAR_263.vasp,0.7032733
POSCAR_264.vasp,0.0041451
POSCAR_265.vasp,0.002022099999999
POSCAR_266.vasp,0.0
POSCAR_267.vasp,4.78e-05
POSCAR_268.vasp,0.0010287
POSCAR_269.vasp,6.3e-05
POSCAR_270.vasp,0.0
POSCAR_271.vasp,0.0010193
POSCAR_272.vasp,0.0026604
POSCAR_273.vasp,0.001751
POSCAR_274.vasp,0.0005933
POSCAR_275.vasp,0.0001014
POSCAR_276.vasp,0.000549
POSCAR_277.vasp,0.0015504
POSCAR_278.vasp,1.5600000000000003e-05
POSCAR_279.vasp,0.0
POSCAR_280.vasp,2e-07
POSCAR_281.vasp,0.0
POSCAR_282.vasp,0.002412499999999
POSCAR_283.vasp,0.0
POSCAR_284.vasp,6e-07
POSCAR_285.vasp,0.00041559999999900006
POSCAR_286.vasp,0.0
POSCAR_287.vasp,0.0
POSCAR_288.vasp,0.0010486
POSCAR_289.vasp,0.0
POSCAR_290.vasp,2.0014088
POSCAR_291.vasp,0.205138799999999
POSCAR_292.vasp,0.0002408
POSCAR_293.vasp,0.4287024
POSCAR_294.vasp,12.1235921
POSCAR_295.vasp,0.00023579999999900003
POSCAR_296.vasp,0.0
POSCAR_297.vasp,0.0
POSCAR_298.vasp,0.002211
POSCAR_299.vasp,4.9900000000000014e-05
POSCAR_300.vasp,3.47e-05
POSCAR_301.vasp,0.009445199999999
POSCAR_302.vasp,0.0032134
POSCAR_303.vasp,0.002298799999999
POSCAR_304.vasp,1.2e-06
POSCAR_305.vasp,0.0169321
POSCAR_306.vasp,0.0001905
POSCAR_307.vasp,0.0030223
POSCAR_308.vasp,0.0
POSCAR_309.vasp,7e-07
POSCAR_310.vasp,0.0
POSCAR_311.vasp,1.999909199999999
POSCAR_312.vasp,0.00042879999999900005
POSCAR_313.vasp,4.8100000000000024e-05
POSCAR_314.vasp,4.8100000000000024e-05
POSCAR_315.vasp,0.0614073
POSCAR_316.vasp,0.0002758
POSCAR_317.vasp,2.0114009
POSCAR_318.vasp,0.00021769999999900002
POSCAR_319.vasp,7.92e-05
POSCAR_320.vasp,8.080000000000004e-05
POSCAR_321.vasp,4.06e-05
POSCAR_322.vasp,0.384138
POSCAR_323.vasp,3.66e-05
POSCAR_324.vasp,0.001086599999999
POSCAR_325.vasp,0.0001435
POSCAR_326.vasp,0.0
POSCAR_327.vasp,0.0001511
POSCAR_328.vasp,1.54e-05
POSCAR_329.vasp,15.3954286
POSCAR_330.vasp,12.0000916
POSCAR_331.vasp,0.0001751
POSCAR_332.vasp,3.6299455
POSCAR_333.vasp,0.00017879999999900002
POSCAR_334.vasp,0.0315227
POSCAR_335.vasp,3.9998017999999993
POSCAR_336.vasp,1.2900000000000002e-05
POSCAR_337.vasp,4.0000588
POSCAR_338.vasp,17.9977877
POSCAR_339.vasp,12.0001663
POSCAR_340.vasp,2.7888378
POSCAR_341.vasp,5.9992474
POSCAR_342.vasp,4.0100089
POSCAR_343.vasp,0.009505
POSCAR_344.vasp,0.0016568
POSCAR_345.vasp,0.6151517
POSCAR_346.vasp,0.0006187
POSCAR_347.vasp,0.0007792
POSCAR_348.vasp,4.050403
POSCAR_349.vasp,5.8869668
POSCAR_350.vasp,7.321186
POSCAR_351.vasp,2.0489745
POSCAR_352.vasp,10.3525381
POSCAR_353.vasp,0.0
POSCAR_354.vasp,19.9992519
POSCAR_355.vasp,20.0000811
POSCAR_356.vasp,18.0000001
POSCAR_357.vasp,10.0001069
POSCAR_358.vasp,4.4499198
POSCAR_359.vasp,40.0036148
POSCAR_360.vasp,0.0
POSCAR_361.vasp,5.9600000000000005e-05
POSCAR_362.vasp,0.0012291
POSCAR_363.vasp,4.55e-05
POSCAR_364.vasp,0.0018108999999990002
POSCAR_365.vasp,4.9600000000000006e-05
POSCAR_366.vasp,0.0418222
POSCAR_367.vasp,0.0001857
POSCAR_368.vasp,0.0
POSCAR_369.vasp,0.0
POSCAR_370.vasp,0.0371911
POSCAR_371.vasp,0.0006881999999990001
POSCAR_372.vasp,6.007178
POSCAR_373.vasp,11.9998539
POSCAR_374.vasp,4.3080751
POSCAR_375.vasp,1.1351509
POSCAR_376.vasp,0.0032064
POSCAR_377.vasp,0.0008049999999990001
POSCAR_378.vasp,2.9995203
POSCAR_379.vasp,2.3655208
POSCAR_380.vasp,4.0001229
POSCAR_381.vasp,0.8454778
POSCAR_382.vasp,0.8946598
POSCAR_383.vasp,0.0011175
POSCAR_384.vasp,0.0325802
POSCAR_385.vasp,1.99993
POSCAR_386.vasp,1.0257177
POSCAR_387.vasp,2.11e-05
POSCAR_388.vasp,0.0
POSCAR_389.vasp,3.9953167
POSCAR_390.vasp,0.0001079
POSCAR_391.vasp,0.0065007
POSCAR_392.vasp,4.27e-05
POSCAR_393.vasp,0.0012119
POSCAR_394.vasp,2.1700000000000002e-05
POSCAR_395.vasp,0.0001315
POSCAR_396.vasp,0.0002696
POSCAR_397.vasp,0.011168899999999002
POSCAR_398.vasp,0.000102299999999
POSCAR_399.vasp,0.0022355
POSCAR_400.vasp,0.0019417999999990002
POSCAR_401.vasp,0.0
POSCAR_402.vasp,0.320990599999999
POSCAR_403.vasp,0.0049908
POSCAR_404.vasp,0.006625
POSCAR_405.vasp,0.0030615
POSCAR_406.vasp,0.001243599999999
POSCAR_407.vasp,0.0009134
POSCAR_408.vasp,1.998696799999999
POSCAR_409.vasp,7.9999746
POSCAR_410.vasp,4.0006632
POSCAR_411.vasp,1.0714845
POSCAR_412.vasp,7.9961203
POSCAR_413.vasp,16.0001087
POSCAR_414.vasp,15.999242
POSCAR_415.vasp,0.0001069
POSCAR_416.vasp,12.0013923
POSCAR_417.vasp,5.990813
POSCAR_418.vasp,4.634897
POSCAR_419.vasp,0.0003073
POSCAR_420.vasp,0.001227099999999
POSCAR_421.vasp,3.91e-05
POSCAR_422.vasp,0.0
POSCAR_423.vasp,0.0
POSCAR_424.vasp,3.9995076
POSCAR_425.vasp,0.0017821999999990002
POSCAR_426.vasp,1.9985059
POSCAR_427.vasp,0.0
POSCAR_428.vasp,0.0001327
POSCAR_429.vasp,2.9999997
POSCAR_430.vasp,1.6e-06
POSCAR_431.vasp,4.2542759
POSCAR_432.vasp,0.0
POSCAR_433.vasp,1.0000029
POSCAR_434.vasp,3.9999934
POSCAR_435.vasp,2.6e-06
POSCAR_436.vasp,1.8900000000000002e-05
POSCAR_437.vasp,7.43e-05
POSCAR_438.vasp,0.000274
POSCAR_439.vasp,0.160968299999999
POSCAR_440.vasp,2.0000001
POSCAR_441.vasp,0.0027362
POSCAR_442.vasp,0.003312899999999
POSCAR_443.vasp,4.85e-05
POSCAR_444.vasp,0.0005966
POSCAR_445.vasp,0.000498
POSCAR_446.vasp,4.1400000000000003e-05
POSCAR_447.vasp,3.08e-05
POSCAR_448.vasp,9.510000000000002e-05
POSCAR_449.vasp,0.0009483
POSCAR_450.vasp,0.0002521
POSCAR_451.vasp,0.0007676
POSCAR_452.vasp,0.0005631
POSCAR_453.vasp,0.00017419999999900002
POSCAR_454.vasp,0.0
POSCAR_455.vasp,7.650000000000003e-05
POSCAR_456.vasp,0.0002303
POSCAR_457.vasp,0.00693
POSCAR_458.vasp,1.1e-06
POSCAR_459.vasp,3.77e-05
POSCAR_460.vasp,0.0013824
POSCAR_461.vasp,1.9870728
POSCAR_462.vasp,0.000377599999999
POSCAR_463.vasp,0.7032733
POSCAR_464.vasp,0.0041451
POSCAR_465.vasp,0.002022099999999
POSCAR_466.vasp,0.0
POSCAR_467.vasp,4.78e-05
POSCAR_468.vasp,0.0010287
POSCAR_469.vasp,6.3e-05
POSCAR_470.vasp,0.0
POSCAR_471.vasp,0.0010193
POSCAR_472.vasp,0.0026604
POSCAR_473.vasp,0.001751
POSCAR_474.vasp,0.0005933
POSCAR_475.vasp,0.0001014
POSCAR_476.vasp,0.000549
POSCAR_477.vasp,0.0015504
POSCAR_478.vasp,1.5600000000000003e-05
POSCAR_479.vasp,0.0
POSCAR_480.vasp,2e-07
POSCAR_481.vasp,0.0
POSCAR_482.vasp,0.002412499999999
POSCAR_483.vasp,0.0
POSCAR_484.vasp,6e-07
POSCAR_485.vasp,0.00041559999999900006
POSCAR_486.vasp,0.0
POSCAR_487.vasp,0.0
POSCAR_488.vasp,0.0010486
POSCAR_489.vasp,0.0
POSCAR_490.vasp,2.0014088
POSCAR_491.vasp,0.205138799999999
POSCAR_492.vasp,0.0002408
POSCAR_493.vasp,0.4287024
POSCAR_494.vasp,12.1235921
POSCAR_495.vasp,0.00023579999999900003
POSCAR_496.vasp,0.0
POSCAR_497.vasp,0.0
POSCAR_498.vasp,0.002211
POSCAR_499.vasp,4.9900000000000014e-05
POSCAR_500.vasp,3.47e-05
POSCAR_501.vasp,0.009445199999999
POSCAR_502.vasp,0.0032134
POSCAR_503.vasp,0.002298799999999
POSCAR_504.vasp,1.2e-06
POSCAR_505.vasp,0.0169321
POSCAR_506.vasp,0.0001905
POSCAR_507.vasp,0.0030223
POSCAR_508.vasp,0.0
POSCAR_509.vasp,7e-07
POSCAR_510.vasp,0.0
POSCAR_511.vasp,1.999909199999999
POSCAR_512.vasp,0.00042879999999900005
POSCAR_513.vasp,4.8100000000000024e-05
POSCAR_514.vasp,4.8100000000000024e-05
POSCAR_515.vasp,0.0614073
POSCAR_516.vasp,0.0002758
POSCAR_517.vasp,2.0114009
POSCAR_518.vasp,0.00021769999999900002
POSCAR_519.vasp,7.92e-05
POSCAR_520.vasp,8.080000000000004e-05
POSCAR_521.vasp,4.06e-05
POSCAR_522.vasp,0.384138
POSCAR_523.vasp,3.66e-05
POSCAR_524.vasp,0.001086599999999
POSCAR_525.vasp,0.0001435
POSCAR_526.vasp,0.0
POSCAR_527.vasp,0.0001511
POSCAR_528.vasp,1.54e-05
POSCAR_529.vasp,15.3954286
POSCAR_530.vasp,12.0000916
POSCAR_531.vasp,0.0001751
POSCAR_532.vasp,3.6299455
POSCAR_533.vasp,0.00017879999999900002
POSCAR_534.vasp,0.0315227
POSCAR_535.vasp,3.9998017999999993
POSCAR_536.vasp,1.2900000000000002e-05
POSCAR_537.vasp,4.0000588
POSCAR_538.vasp,17.9977877
POSCAR_539.vasp,12.0001663
POSCAR_540.vasp,2.7888378
POSCAR_541.vasp,5.9992474
POSCAR_542.vasp,4.0100089
POSCAR_543.vasp,0.009505
POSCAR_544.vasp,0.0016568
POSCAR_545.vasp,0.6151517
POSCAR_546.vasp,0.0006187
POSCAR_547.vasp,0.0007792
POSCAR_548.vasp,4.050403
POSCAR_549.vasp,5.8869668
POSCAR_550.vasp,7.321186
POSCAR_551.vasp,2.0489745
POSCAR_552.vasp,10.3525381
POSCAR_553.vasp,0.0
POSCAR_554.vasp,19.9992519
POSCAR_555.vasp,20.0000811
POSCAR_556.vasp,18.0000001
POSCAR_557.vasp,10.0001069
POSCAR_558.vasp,4.4499198
POSCAR_559.vasp,40.0036148
POSCAR_560.vasp,0.0
POSCAR_561.vasp,5.9600000000000005e-05
POSCAR_562.vasp,0.0012291
POSCAR_563.vasp,4.55e-05
POSCAR_564.vasp,0.0018108999999990002
POSCAR_565.vasp,4.9600000000000006e-05
POSCAR_566.vasp,0.0418222
POSCAR_567.vasp,0.0001857
POSCAR_568.vasp,0.0
POSCAR_569.vasp,0.0
POSCAR_570.vasp,0.0371911
POSCAR_571.vasp,0.0006881999999990001
POSCAR_572.vasp,6.007178
POSCAR_573.vasp,11.9998539
POSCAR_574.vasp,4.3080751
POSCAR_575.vasp,1.1351509
POSCAR_576.vasp,0.0032064
POSCAR_577.vasp,0.0008049999999990001
POSCAR_578.vasp,2.9995203
POSCAR_579.vasp,2.3655208
POSCAR_580.vasp,4.0001229
POSCAR_581.vasp,0.8454778
POSCAR_582.vasp,0.8946598
POSCAR_583.vasp,0.0011175
POSCAR_584.vasp,0.0325802
POSCAR_585.vasp,1.99993
POSCAR_586.vasp,1.0257177
POSCAR_587.vasp,2.11e-05
POSCAR_588.vasp,0.0
POSCAR_589.vasp,3.9953167
POSCAR_590.vasp,0.0001079
POSCAR_591.vasp,0.0065007
POSCAR_592.vasp,4.27e-05
POSCAR_593.vasp,0.0012119
POSCAR_594.vasp,2.1700000000000002e-05
POSCAR_595.vasp,0.0001315
POSCAR_596.vasp,0.0002696
POSCAR_597.vasp,0.011168899999999002
POSCAR_598.vasp,0.000102299999999
POSCAR_599.vasp,0.0022355
POSCAR_600.vasp,0.0019417999999990002
POSCAR_601.vasp,0.0
POSCAR_602.vasp,0.320990599999999
POSCAR_603.vasp,0.0049908
POSCAR_604.vasp,0.006625
POSCAR_605.vasp,0.0030615
POSCAR_606.vasp,0.001243599999999
POSCAR_607.vasp,0.0009134
POSCAR_608.vasp,1.998696799999999
POSCAR_609.vasp,7.9999746
POSCAR_610.vasp,4.0006632
POSCAR_611.vasp,1.0714845
POSCAR_612.vasp,7.9961203
POSCAR_613.vasp,16.0001087
POSCAR_614.vasp,15.999242
POSCAR_615.vasp,0.0001069
POSCAR_616.vasp,12.0013923
POSCAR_617.vasp,5.990813
POSCAR_618.vasp,4.634897
POSCAR_619.vasp,0.0003073
POSCAR_620.vasp,0.001227099999999
POSCAR_621.vasp,3.91e-05
POSCAR_622.vasp,0.0
POSCAR_623.vasp,0.0
POSCAR_624.vasp,3.9995076
POSCAR_625.vasp,0.0017821999999990002
POSCAR_626.vasp,1.9985059
POSCAR_627.vasp,0.0074702
POSCAR_628.vasp,0.000264099999999
POSCAR_629.vasp,0.0104592
POSCAR_630.vasp,2.13e-05
POSCAR_631.vasp,1.7470208
POSCAR_632.vasp,0.3293837
POSCAR_633.vasp,0.0008078
POSCAR_634.vasp,0.0001288
POSCAR_635.vasp,0.000224
POSCAR_636.vasp,0.0015565
POSCAR_637.vasp,0.0011882
POSCAR_638.vasp,0.0005071
POSCAR_639.vasp,0.003398399999999
POSCAR_640.vasp,0.001277299999999
POSCAR_641.vasp,0.0028973
POSCAR_642.vasp,2.5e-05
POSCAR_643.vasp,0.0005392
POSCAR_644.vasp,0.0009360999999990001
POSCAR_645.vasp,0.0
POSCAR_646.vasp,0.0003815
POSCAR_647.vasp,1.1200000000000001e-05
POSCAR_648.vasp,0.000198
POSCAR_649.vasp,0.0003835
POSCAR_650.vasp,0.0
POSCAR_651.vasp,1.3128980000000001
POSCAR_652.vasp,0.0054364
POSCAR_653.vasp,6.290000000000001e-05
POSCAR_654.vasp,0.0002072
POSCAR_655.vasp,2.499999999999999e-06
POSCAR_656.vasp,0.001674299999999
POSCAR_657.vasp,0.000108399999999
POSCAR_658.vasp,5.25e-05
POSCAR_659.vasp,0.0007932999999990001
POSCAR_660.vasp,0.0
POSCAR_661.vasp,0.0032568999999990004
POSCAR_662.vasp,0.0002717
POSCAR_663.vasp,6.93e-05
POSCAR_664.vasp,0.0
POSCAR_665.vasp,1.4e-06
POSCAR_666.vasp,0.0005821
POSCAR_667.vasp,0.9993112
POSCAR_668.vasp,0.0004405
POSCAR_669.vasp,0.9997743
POSCAR_670.vasp,0.0017682
POSCAR_671.vasp,2.0000789
POSCAR_672.vasp,3.5600000000000005e-05
POSCAR_673.vasp,1.8700000000000004e-05
POSCAR_674.vasp,0.0
POSCAR_675.vasp,0.0002449
POSCAR_676.vasp,1e-07
POSCAR_677.vasp,0.0005044
POSCAR_678.vasp,0.0
POSCAR_679.vasp,0.0008315
POSCAR_680.vasp,0.0
POSCAR_681.vasp,0.0003304
POSCAR_682.vasp,0.0
POSCAR_683.vasp,0.0
POSCAR_684.vasp,0.0008527
POSCAR_685.vasp,0.0
POSCAR_686.vasp,0.0003083
POSCAR_687.vasp,0.0
POSCAR_688.vasp,8.550000000000003e-05
POSCAR_689.vasp,0.000102799999999
POSCAR_690.vasp,0.000277
POSCAR_691.vasp,0.0001414
POSCAR_692.vasp,0.0017721
POSCAR_693.vasp,1.9999337
POSCAR_694.vasp,6e-07
POSCAR_695.vasp,0.0
POSCAR_696.vasp,0.4612154
POSCAR_697.vasp,0.0
POSCAR_698.vasp,0.0
POSCAR_699.vasp,0.0
POSCAR_700.vasp,0.0001896
POSCAR_701.vasp,1.992705899999999
POSCAR_702.vasp,2.0000439
POSCAR_703.vasp,2.0008761
POSCAR_704.vasp,3.579829
POSCAR_705.vasp,0.0037181
POSCAR_706.vasp,3.9988418
POSCAR_707.vasp,2.9979546999999993
POSCAR_708.vasp,12.0000005
POSCAR_709.vasp,28.0272763
POSCAR_710.vasp,0.630671
POSCAR_711.vasp,0.0
POSCAR_712.vasp,0.9998442
POSCAR_713.vasp,0.0
POSCAR_714.vasp,0.0
POSCAR_715.vasp,1.000491
POSCAR_716.vasp,5.0267218
POSCAR_717.vasp,20.0075123
POSCAR_718.vasp,3.9875053
POSCAR_719.vasp,13.9953491
POSCAR_720.vasp,0.0084669
POSCAR_721.vasp,13.9999997
POSCAR_722.vasp,14.0130195
POSCAR_723.vasp,13.9999994
POSCAR_724.vasp,6.1205294
POSCAR_725.vasp,0.0
POSCAR_726.vasp,0.0
POSCAR_727.vasp,0.0
POSCAR_728.vasp,0.0
POSCAR_729.vasp,0.0
POSCAR_730.vasp,0.0015562
POSCAR_731.vasp,0.0
POSCAR_732.vasp,0.0
POSCAR_733.vasp,0.0006789
POSCAR_734.vasp,0.0
POSCAR_735.vasp,0.0
POSCAR_736.vasp,0.0
POSCAR_737.vasp,3.3900000000000004e-05
POSCAR_738.vasp,4.93e-05
POSCAR_739.vasp,0.477922399999999
POSCAR_740.vasp,0.0038439
POSCAR_741.vasp,0.0
POSCAR_742.vasp,1.0001248
POSCAR_743.vasp,2.0001337
POSCAR_744.vasp,1.663136199999999
POSCAR_745.vasp,2.1983903
POSCAR_746.vasp,0.003885
POSCAR_747.vasp,0.0001021
POSCAR_748.vasp,0.0
POSCAR_749.vasp,0.0012257
POSCAR_750.vasp,0.001271499999999
POSCAR_751.vasp,0.0005378
POSCAR_752.vasp,0.0
POSCAR_753.vasp,0.0
POSCAR_754.vasp,0.0
POSCAR_755.vasp,3.0
POSCAR_756.vasp,0.291640299999999
POSCAR_757.vasp,0.0001995
POSCAR_758.vasp,2.9999983
POSCAR_759.vasp,0.0
POSCAR_760.vasp,4.8850850999999995
POSCAR_761.vasp,4.9999984
POSCAR_762.vasp,4.9999984
POSCAR_763.vasp,2.0115393
POSCAR_764.vasp,3.194884
POSCAR_765.vasp,0.028661299999999
POSCAR_766.vasp,0.0
